level,label,bucket,reason,consequential,n_occurrences,n_trials,example_nct,first_seen,weeks_open,resolved,parser_rules_version
class,Parents/caregivers,,unrecognized,False,1,1,NCT03385629,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parents/guardians (for exploratory outcomes),,unrecognized,False,1,1,NCT05132322,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part 1 (Fasted),,unrecognized,False,1,1,NCT05930782,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part 1 and Part 2,,unrecognized,False,1,1,NCT04905407,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Part 1: 16-week double-blind, randomized, placebo-controlled treatment period (Day 1 to Week 16)",,unrecognized,False,1,1,NCT02036970,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part 1A,,unrecognized,False,1,1,NCT05261191,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part 1B,,unrecognized,False,1,1,NCT05261191,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part 1a,,unrecognized,False,1,1,NCT02303574,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part 1b,,unrecognized,False,1,1,NCT02303574,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part 2 (Fed),,unrecognized,False,1,1,NCT05930782,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part 2 (OLE),,unrecognized,False,1,1,NCT03098797,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part 3,,unrecognized,False,1,1,NCT04905407,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part A (15 Days),,unrecognized,False,1,1,NCT03691779,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part A (<14 kg Weight),,unrecognized,False,1,1,NCT02797132,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part A (>=14 kg Weight),,unrecognized,False,1,1,NCT02797132,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part A.2 and Parts J,,unrecognized,False,1,1,NCT04927065,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part A: Part A: Dose Escalation (Within Group),,unrecognized,False,1,1,NCT02705755,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part B (24 Weeks),,unrecognized,False,1,1,NCT03691779,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part B (<14 kg Weight),,unrecognized,False,1,1,NCT02797132,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part B (>=14 kg Weight),,unrecognized,False,1,1,NCT02797132,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part B + A/B,,unrecognized,False,1,1,NCT02725567,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part B: Randomized - Placebo,,unrecognized,False,1,1,NCT02705755,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part B: Randomized - TD-9855,,unrecognized,False,1,1,NCT02705755,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part I (SAD),,unrecognized,False,1,1,NCT04036227,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part II (MAD),,unrecognized,False,1,1,NCT04036227,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Participant Reported Gender,,unrecognized,False,1,1,NCT04524598,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Participant with Dementia,,unrecognized,False,1,1,NCT05202223,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Participant-described Gender Identity,,unrecognized,False,1,1,NCT04066959,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Participants Analyzed,,unrecognized,False,1,1,NCT04948268,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Participants With Psychosis,,unrecognized,False,1,1,NCT06080477,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Participants assigned to open-label TD1414 TID,,unrecognized,False,1,1,NCT00626795,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Participants by Sex,,unrecognized,False,1,1,NCT02122458,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Participants randomized to blinded treatment,,unrecognized,False,1,1,NCT00626795,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Participants with G12C Mutation,,unrecognized,False,1,1,NCT02642042,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Participants with Non-G12C Mutation,,unrecognized,False,1,1,NCT02642042,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Participants with cognitive impairment,,unrecognized,False,1,1,NCT02729311,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Participants.,,unrecognized,False,1,1,NCT05233098,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Partners of Phase 2 patients,,unrecognized,False,1,1,NCT04680611,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Partners of patients with severe eosinophilic asthma Phase 2,,unrecognized,False,1,1,NCT04680611,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parts 2 and 3,,unrecognized,False,1,1,NCT03464019,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parts A + B,,unrecognized,False,1,1,NCT02855164,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Past two months,,unrecognized,False,1,1,NCT06001307,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Past year,,unrecognized,False,1,1,NCT06001307,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Patient Characteristics - Sex,,unrecognized,False,1,1,NCT05563714,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Patient Communication,,unrecognized,False,1,1,NCT02354482,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Patient Data,,unrecognized,False,1,1,NCT03988621,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Patient Sex/Gender,,unrecognized,False,1,1,NCT03576495,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Patient age,,unrecognized,False,1,1,NCT04010227,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Patient gender,,unrecognized,False,1,1,NCT04869085,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Patient participants,,unrecognized,False,1,1,NCT04347291,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Patient sex,,unrecognized,False,1,1,NCT03283553,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Patient with heart failure,,unrecognized,False,1,1,NCT04737759,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Patient/Family Caregiver Assessment,,unrecognized,False,1,1,NCT02354482,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Patients with severe eosinophilic asthma Phase 1,,unrecognized,False,1,1,NCT04680611,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Patients with severe eosinophilic asthma Phase 2,,unrecognized,False,1,1,NCT04680611,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Pediatric Inpatients With Community Acquired Pneumonia,,unrecognized,False,1,1,NCT06027593,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Pediatric Outpatients With Acute Otitis Media,,unrecognized,False,1,1,NCT06027593,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Pediatric Population,,unrecognized,False,1,1,NCT01121588,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Peer Supporters,,unrecognized,False,1,1,NCT03689530,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,People with Multiple Sclerosis,,unrecognized,False,1,1,NCT05878873,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Per Protocol Population,,unrecognized,False,1,1,NCT03861169,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Per protocol,,unrecognized,False,1,1,NCT02506868,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Per protocol set (PPS),,unrecognized,False,1,1,NCT02391116,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Per-protocol analysis set,,unrecognized,False,1,1,NCT03384966,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Period 1: Open-Label Run-In,,unrecognized,False,1,1,NCT03253796,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Period 2: Open-Label Retreatment,,unrecognized,False,1,1,NCT03253796,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Period 2: Withdrawal vs Continued Tx,,unrecognized,False,1,1,NCT03253796,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Period: Dental Hygienists (Secondary),,unrecognized,False,1,1,NCT03892200,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Periods 2 and 3,,unrecognized,False,1,1,NCT04581629,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Person Living with Dementia,,unrecognized,False,1,1,NCT03896711,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Persons living with dementia,,unrecognized,False,1,1,NCT06928467,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Persons with Dementia,,unrecognized,False,1,1,NCT02483520,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Persons with dementia,,unrecognized,False,1,1,NCT03622814,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Pharmacodynamic analysis set,,unrecognized,False,1,1,NCT02472795,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase 1 Patients with severe eosinophilic asthma,,unrecognized,False,1,1,NCT04680611,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase 1: Natural History Period,,unrecognized,False,1,1,NCT02362425,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase 2 patients with severe eosinophilic asthma,,unrecognized,False,1,1,NCT04680611,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase 2: Randomized Period,,unrecognized,False,1,1,NCT02362425,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase 2a,,unrecognized,False,1,1,NCT03816891,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase 2b,,unrecognized,False,1,1,NCT03816891,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase 3,,unrecognized,False,1,1,NCT04762680,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase I subjects with xerostomia,,unrecognized,False,1,1,NCT05058430,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase I subjects without xerostomia,,unrecognized,False,1,1,NCT05058430,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase II analysis,,unrecognized,False,1,1,NCT01013649,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase II subjects with xerostomia,,unrecognized,False,1,1,NCT05058430,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase II subjects without xerostomia,,unrecognized,False,1,1,NCT05058430,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase III,,unrecognized,False,1,1,NCT05124691,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase III analysis,,unrecognized,False,1,1,NCT01013649,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Physicians,,unrecognized,False,1,1,NCT05387564,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Pita Study,,unrecognized,False,1,1,NCT01806688,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Placebo,,unrecognized,False,1,1,NCT02348619,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Placebo Comparator: Placebo (Folic acid),,unrecognized,False,1,1,NCT01436266,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Placebo and AS012 Regimens,,unrecognized,False,1,1,NCT04487860,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Placebo in TP2 - JIA Category: ERA,,unrecognized,False,1,1,NCT03031782,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Placebo in TP2 - JIA Category: JPsA,,unrecognized,False,1,1,NCT03031782,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Placebo to AS012 Regimens,,unrecognized,False,1,1,NCT04487860,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Positive,,unrecognized,False,1,1,NCT00978068,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Post-Intervention,,unrecognized,False,1,1,NCT02402881,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Post-Randomization,,unrecognized,False,1,1,NCT03896789,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Post-Trial Sex,,unrecognized,False,1,1,NCT04263363,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Pre-Implementation,,unrecognized,False,1,1,NCT01875861,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Pre-Intervention,,unrecognized,False,1,1,NCT02402881,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Pre-Trial Sex,,unrecognized,False,1,1,NCT04263363,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Previously Treated Participants,,unrecognized,False,1,1,NCT02699450,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Primary Care Participants,,unrecognized,False,1,1,NCT04350866,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Primary Caregivers,,unrecognized,False,1,1,NCT04058886,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Primary care providers,,unrecognized,False,1,1,NCT04418232,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Primary family caregiver,,unrecognized,False,1,1,NCT04855734,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Progressive improvement in walking performance,,unrecognized,False,1,1,NCT05103280,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Propofol,,unrecognized,False,1,1,NCT03284307,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Q2W Regimen,,unrecognized,False,1,1,NCT02222922,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Q3W Regimen,,unrecognized,False,1,1,NCT02222922,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Quality assessment,,unrecognized,False,1,1,NCT01918072,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,RCT phase,,unrecognized,False,1,1,NCT02685709,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,RHB-104 from RHB-104,,unrecognized,False,1,1,NCT03009396,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,RHB-104 from placebo,,unrecognized,False,1,1,NCT03009396,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Randomized Participants,,unrecognized,False,1,1,NCT03689530,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Randomized treatment phase (RTP),,unrecognized,False,1,1,NCT03528681,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Ranen Field Station,,unrecognized,False,1,1,NCT00223990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Recent HIV test (within 6 months) :,,unrecognized,False,1,1,NCT03058835,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Recipient gender,,unrecognized,False,1,1,NCT05462041,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Rectal Chlamydia,,unrecognized,False,1,1,NCT01836445,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Rectal Gonorrhea,,unrecognized,False,1,1,NCT01836445,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Reference,,unrecognized,False,1,1,NCT02354482,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Reported gender,,unrecognized,False,1,1,NCT03704142,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Reru Field Station,,unrecognized,False,1,1,NCT00223990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Rescue therapy,,unrecognized,False,1,1,NCT02132195,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Resident Sex/Gender,,unrecognized,False,1,1,NCT03576495,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Resident participants,,unrecognized,False,1,1,NCT05255068,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Resident-Participants,,unrecognized,False,1,1,NCT04855357,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Rivaroxaban vs VKA (matched pop),,unrecognized,False,1,1,NCT02785354,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Run-in phase,,unrecognized,False,1,1,NCT02685709,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Russia, Krasnodar",,unrecognized,False,1,1,NCT02143128,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SAD-HS,,unrecognized,False,1,1,NCT04510090,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SB204,,unrecognized,False,1,1,NCT02242760,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SCED 1 + 2 Instructors,,unrecognized,False,1,1,NCT04518358,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SCED 1 Adults with ASD,,unrecognized,False,1,1,NCT04518358,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SCED 2 Adults with ASD,,unrecognized,False,1,1,NCT04518358,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SD-CP,,unrecognized,False,1,1,NCT04510090,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SD-UP,,unrecognized,False,1,1,NCT04510090,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SS1,,unrecognized,False,1,1,NCT04173273,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SS3,,unrecognized,False,1,1,NCT04173273,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SS4,,unrecognized,False,1,1,NCT04173273,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SSA,,unrecognized,False,1,1,NCT04173273,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,SWAT trial,,unrecognized,False,1,1,NCT04717258,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Safety Lead-In,,unrecognized,False,1,1,NCT03093870,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Second line,,unrecognized,False,1,1,NCT03193866,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sedative,,unrecognized,False,1,1,NCT06187415,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Seed Study,,unrecognized,False,1,1,NCT01806688,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Segment 1,,unrecognized,False,1,1,NCT01029704,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Segment 2,,unrecognized,False,1,1,NCT01029704,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Selection of Gender,,unrecognized,False,1,1,NCT02615171,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Self-Identified Sexual/Gender Identity,,unrecognized,False,1,1,NCT05161689,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Self-Reported Gender,,unrecognized,False,1,1,NCT00288353,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Self-reported gender identity,,unrecognized,False,1,1,NCT03951766,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Semen contact/exchange,,unrecognized,False,1,1,NCT04233372,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex (2 total/combined groups),,unrecognized,False,1,1,NCT02432846,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex (4 arms/strata),,unrecognized,False,1,1,NCT02432846,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex (NIH/OMB),,unrecognized,False,1,1,NCT05625061,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex (Part 1),,unrecognized,False,1,1,NCT01200862,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex (Part 2),,unrecognized,False,1,1,NCT01200862,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex - Lead Safety Phase,,unrecognized,False,1,1,NCT01576016,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex - MRI Safety Phase,,unrecognized,False,1,1,NCT01576016,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex Assigned at Birth,,unrecognized,False,1,1,NCT06065176,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex Data for Participants Enrolled in Study mRNA-1273-P203,,unrecognized,False,1,1,NCT04649151,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex Data for Participants Enrolled in Study mRNA-1273-P204,,unrecognized,False,1,1,NCT04796896,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex and menopausal status,,unrecognized,False,1,1,NCT03147287,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex assigned a birth,,unrecognized,False,1,1,NCT05899218,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex at Birth and Use of Gender-Affirming Hormones,,unrecognized,False,1,1,NCT04840199,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex in All Subjects,,unrecognized,False,1,1,NCT03979313,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex not analyzed,,unrecognized,False,1,1,NCT05337306,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of Infants,,unrecognized,False,1,1,NCT01667549,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of Mothers,,unrecognized,False,1,1,NCT01667549,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of adolescent members of dyads,,unrecognized,False,1,1,NCT05058664,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of caregiver enrolled,,unrecognized,False,1,1,NCT04576481,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of caregiver members of dyads,,unrecognized,False,1,1,NCT05058664,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
